,id,name,aka,link,image_url,worked_as,worked_in,DOB,MOB,YOB,DOD,MOD,YOD
259,16315,Renée Deliot,Renée Felicie Deliot|Renée de Liot,https://wfpp.columbia.edu/person/renee-deliot/,,cinema proprietor|distributor|film company owner|writer>screenwriter,France|Italy,20,September,1881.0,27,August,1960.0
260,12683,Rosa Porten,Dr. R. Portegg,https://wfpp.columbia.edu/person/rosa-porten/,https://wfpp.columbia.edu/wp-content/uploads/Porten_WFP2-POR031.jpg,director>co-director|actress>film actress|writer>journalist|writer>novelist|writer>screenwriter,Germany,18,February,1884.0,7,May,1972.0
261,1606,Rosario Rodríguez de la Serna,,https://wfpp.columbia.edu/person/rosario-rodriguez-de-la-serna/,,director|actress>film actress|film company owner|producer,Chile,,,,,,
262,11,Rose Smith,,https://wfpp.columbia.edu/person/rosesmith/,,continuity|editor,United States,6,March,1897.0,29,May,1962.0
263,1607,Ruth Ann Baldwin,Ruth A. Pierson,https://wfpp.columbia.edu/person/ruth-ann-baldwin/,https://wfpp.columbia.edu/wp-content/uploads/2013/12/WFP-BAL02.jpg,director>assistant director|writer>screenwriter>co-screenwriter|editor|writer>scenario writer|writer>source author,United States,,September,1886.0,,,
264,1608,Ruth Bryan Owen,Ruth Bryan|Mrs. William Homer Leavitt|Mrs. Reginald Altham Owen|Mrs. Borge Rohde,https://wfpp.columbia.edu/person/ruth-bryan-owen/,https://wfpp.columbia.edu/wp-content/uploads/2011/12/WFP-OWE03.jpg,director|producer|writer>screenwriter|set designer,United States,2,October,1885.0,26,July,1954.0
265,1609,Ruth Goetz,Ruth von Schüching,https://wfpp.columbia.edu/person/ruth-goetz/,,adapter|writer>screenwriter>co-screenwriter|writer>journalist|writer>novelist,Germany,5,November,1886.0,,,
266,21878,Ruth Gould Dolesé,Ruth Ellen Gould|Ruth E. Gould|R.G. Dolesé|Ruth Ellen Gould Dolesé,https://wfpp.columbia.edu/person/ruth-ellen-gould-dolese/,,catalog editor|film company department head|lecturer,United States,,,1868.0,17,September,1913.0
267,1610,Ruth Stonehouse,,https://wfpp.columbia.edu/person/ruth-stonehouse/,https://wfpp.columbia.edu/wp-content/uploads/Stonehouse_CCP_FIG224_WFP-STO011.jpg,director|actress>film actress|writer>screenwriter,United States,28,September,1892.0,21,May,1941.0
268,1611,Sada Cowan,Sada Louise Cowan|Mrs. Fredrick James Pitt|Mrs. Ernest L. Commons,https://wfpp.columbia.edu/person/sada-cowan/,https://wfpp.columbia.edu/wp-content/uploads/CCP_Cowan_FIG115_WFP-COW011.jpg,writer>screenwriter>co-screenwriter|continuity|writer>playwright,United States,8,September,1882.0,31,July,1943.0
269,11896,Sarah Bernhardt,Henrietta Rosine Bernard|Sara-Marie-Henriette Bernhardt,https://wfpp.columbia.edu/person/sarah-bernhardt/,https://wfpp.columbia.edu/wp-content/uploads/2016/02/WFP2-BERN09.jpg,actress>film actress|writer>novelist|painter|producer|writer>screenwriter|visual artist>sculptor|actress>theatre actress|director>theatre director|theatrical manager,Great Britain|France|United States,25,September,1844.0,26,March,1923.0
270,1612,Sarah Y. Mason,Mrs. Owen Moore|Sarah Yeiser Mason|Mrs. Victor Heerman,https://wfpp.columbia.edu/person/sarah-y-mason/,https://wfpp.columbia.edu/wp-content/uploads/Mason_CCP_FIG184_WFP-MAS061.jpg,adapter|writer>screenwriter>co-screenwriter|continuity,United States,31,March,1896.0,,November,1980.0
271,1613,Señora Spencer,Mary Stuart Huntly|Mary Stuart Spencer,https://wfpp.columbia.edu/person/senora-spencer/,,cinema proprietor|business partner>family business partner|exhibitor>motion picture exhibitor|producer|projectionist,Australia,15,May,1871.0,19,April,1940.0
272,1614,Sonya Levien,Sonya Hovey|Sonya Opesken,https://wfpp.columbia.edu/person/sonya-levien/,https://wfpp.columbia.edu/wp-content/uploads/Levien_CCP_FIG175_WFP-LEV011.jpg,adapter|writer>screenwriter>co-screenwriter|continuity|editor>scenario editor,United States,25,December,1888.0,19,March,1960.0
273,1615,Stefanía Socha,,https://wfpp.columbia.edu/person/stefania-socha/,,educator>acting teacher|producer,Peru,2,September,1898.0,22,August,1958.0
274,22000,Stefania Zahorska,Stefania Ernestyna Leser|Ernestyna Leser|Stefania Lesser|Stefanja Zahorska|Pandora,https://wfpp.columbia.edu/person/stefania-zahorska/,https://wfpp.columbia.edu/wp-content/uploads/2017/06/WFP2-ZAH03.png,critic>art critic|scholar>historian>art historian|critic>film critic|scholar>film scholar>film theorist|writer>journalist|writer>novelist,Poland,25,April,1889.0,6,April,1961.0
275,1616,Stella F. Simon,Stella Furchgott,https://wfpp.columbia.edu/person/stella-f-simon/,,director|cinematographer>experimental cinematographer|actress>film actress|visual artist>photographer,Germany|United States,8,February,1878.0,15,March,1973.0
276,21382,Suzanne Marwille,Marta Schölerová,https://wfpp.columbia.edu/person/suzanne-marwille/,https://wfpp.columbia.edu/wp-content/uploads/2020/04/WFP2-MAR09.jpg,actress>film actress|writer>screenwriter,Czechoslovakia|Germany,11,July,1895.0,14,January,1962.0
277,14747,Tazuko Sakane,坂根田鶴子|佐久間田鶴子,https://wfpp.columbia.edu/person/tazuko-sakane/,https://wfpp.columbia.edu/wp-content/uploads/2017/07/WFP2-SAK02.jpeg,director>assistant director|editor|writer>screenwriter|script supervisor,China|Japan,7,December,1904.0,2,September,1975.0
278,1617,Teresita Arce,Teresita Arce-Bouroncle O’Higgins,https://wfpp.columbia.edu/person/teresita-arce/,,actress>film actress|actress>theatre actress|entrepreneur>theatrical entrepreneur,Peru,,,,28,August,1981.0
279,1618,Texas Guinan,Mary Louise Cecelia Guinan,https://wfpp.columbia.edu/person/texas-guinan/,https://wfpp.columbia.edu/wp-content/uploads/2011/11/texas-guinan.jpg,company director|actress>film actress|producer,United States,12,January,1884.0,5,November,1933.0
280,1626,Thea Červenková,Terezie Červenková|lady crazy about film.,https://wfpp.columbia.edu/person/thea-cervenkova/,,director|filmmaker>documentary maker|actress>film actress|film company founding partner|film company owner|critic>film critic|writer>journalist|writer>playwright|producer|writer>screenwriter,Czechoslovakia,27,May,1882.0,,,1961.0
281,1627,Thea von Harbou,Mrs. Rudolf Klein-Rogge,https://wfpp.columbia.edu/person/thea-von-harbou/,https://wfpp.columbia.edu/wp-content/uploads/2011/11/WFP2-VONH01.jpg,adapter|director|writer>novelist|writer>screenwriter|writer>source author|actress>theatre actress,Germany,27,December,1888.0,1,July,1954.0
282,1,Tressie Souders,Tressie Saunders|Tressa Souders,https://wfpp.columbia.edu/person/tressie-souders/,,director|producer|writer>screenwriter,United States,,,,,,
283,1628,Tsuru Aoki,Mrs. Sessue Hayakawa,https://wfpp.columbia.edu/person/tsuru-aoki/,https://wfpp.columbia.edu/wp-content/uploads/WFP-AOK01-AOKI-MAIN1.jpg,actress>film actress|producer|set designer|actress>theatre actress,United States,9,September,1892.0,18,October,1961.0
284,1629,Valda Valkyrien,Baroness Dewitz|Baroness Von Dewitz|Adele Frede|Mrs. Adele Stuart Otto|Mademoiselle Valkyrien,https://wfpp.columbia.edu/person/valda-valkyrien/,https://wfpp.columbia.edu/wp-content/uploads/Valkyrien_CCP_FIG242_WFP-VAL011.jpg,actress>film actress|producer,Denmark|United States,30,September,1894.0,22,October,1956.0
285,20509,Valentina Brumberg,Valentina Semyonovna Brumberg,https://wfpp.columbia.edu/person/valentina-semyonovna-brumberg/,,animator|consultant>artistic council member|director>co-director|editor|writer>screenwriter,Russia and former Soviet Union,2,August,1899.0,28,November,1975.0
286,1630,Vera McCord,,https://wfpp.columbia.edu/person/vera-mccord/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP-MCC01.jpg,educator>acting teacher|adapter|director|actress>film actress|producer|writer>screenwriter|actress>theatre actress,United States,,,1872.0,2,March,1949.0
287,8,Viola Lawrence,Viola Mallory,https://wfpp.columbia.edu/person/viola-lawrence/,https://wfpp.columbia.edu/wp-content/uploads/2014/01/WFP-LAWV02-e1389386617701.jpg,editor>film cutter,United States,2,December,1894.0,20,November,1973.0
288,17569,Virgínia de Castro e Almeida,,https://wfpp.columbia.edu/person/virginia-de-castro-e-almeida/,https://wfpp.columbia.edu/wp-content/uploads/2018/10/WFP2-CAS09.jpg,editor|film company owner|producer|writer>screenwriter|writer>source author,France|Portugal,24,November,1874.0,22,January,1945.0
289,1631,Wanda Tuchock,,https://wfpp.columbia.edu/person/wanda-tuchock/,,adapter|director>co-director|filmmaker>documentary maker|producer|writer>screenwriter,United States,20,March,1898.0,10,February,1985.0
290,1632,Winifred Dunn,Mrs. Harold Swartz,https://wfpp.columbia.edu/person/winifred-dunn/,https://wfpp.columbia.edu/wp-content/uploads/CCP_fig131_Dunn_WFP-DUNN011-e1322801038902.jpg,editor>scenario editor|writer>screenwriter|title writer,United States,,,1898.0,,,
291,15052,Winnifred Eaton,Onoto Watanna|Winnifred Eaton Reeve|Winnifred Reeve|Winnifred Eaton Babcock|Winnifred Babcock|Mrs. Bertrand Babcock|“Winifred”,https://wfpp.columbia.edu/person/winnifred-eaton/,https://wfpp.columbia.edu/wp-content/uploads/2017/09/WFP-EAT01-featured-image-e1504295073989.jpg,adapter|writer>journalist|literary advisor|writer>novelist|editor>scenario editor|writer>screenwriter|title writer,United States,21,August,1875.0,8,April,1954.0
292,16243,Xie Caizhen,謝采貞,https://wfpp.columbia.edu/person/xie-caizhen/,https://wfpp.columbia.edu/wp-content/uploads/2015/05/WFP2-XIE01.jpg,director|actress>film actress,China,,,,,,
293,20995,Yan Shanshan,嚴珊珊|嚴淑姬|絳貞|誠意|Yim San-san|Lily Yam,https://wfpp.columbia.edu/person/yan-shanshan/,https://wfpp.columbia.edu/wp-content/uploads/2020/02/WFP2-SHAN04-featured-image.jpg,agent|business partner>business co-owner|actress>film actress,China|China,22,October,1896.0,2,August,1951.0
294,16184,Yang Naimei,楊耐梅|Yang Lizhu/楊麗珠,https://wfpp.columbia.edu/person/yang-naimei/,https://wfpp.columbia.edu/wp-content/uploads/2015/08/WFP2-YANGN02.jpg,costume designer|actress>film actress|film company owner|producer|writer>screenwriter,China,,,1904.0,27,February,1960.0
295,20512,Zinaida Brumberg,Zinaida Semyonovna Brumberg,https://wfpp.columbia.edu/person/zinaida-semyonovna-brumberg/,https://wfpp.columbia.edu/wp-content/uploads/2019/11/WFP2-BRU02.jpg,animator|consultant>artistic council member|director>co-director|editor|writer>screenwriter,Russia and former Soviet Union,2,August,1900.0,9,February,1983.0
296,5,Zora Neale Hurston,,https://wfpp.columbia.edu/person/zora-neale-hurston/,https://wfpp.columbia.edu/wp-content/uploads/HURSTON-WFP-HUR011.jpg,director|filmmaker>ethnographic filmmaker|writer>novelist|personal assistant|writer>playwright|writer>screenwriter,United States,7,January,1891.0,28,January,1960.0
